,genes,x_coord,y_coord,x_coord_plot,y_coord_plot,cluster_id
0,A1BG,-3.7116973,9.828101,-3.8083787,9.896153,0
1,A1CF,13.031252,5.874182,11.987468,6.276187,1
2,A2M,-1.9349438,11.763181,-0.8862404,11.197274,2
3,A2ML1,15.92298,10.825205,14.324044,9.983202,3
4,A3GALT2,15.30222,3.1365514,14.307606,2.346984,4
5,A4GALT,-4.970788,11.822909,-4.399569,11.503188,5
6,A4GNT,13.415634,0.95799994,12.53438,-0.27579716,6
7,AAAS,-2.2234604,-0.1704127,-1.3604274,2.8499546,7
8,AACS,-5.407065,6.1206346,-5.845079,5.6312795,8
9,AADAC,15.882391,11.1163435,14.0725975,10.3964815,9
10,AADACL2,0.17849374,12.883859,4.449425,9.964567,10
11,AADACL3,9.883592,1.0790164,7.5579853,2.3030767,11
12,AADACL4,-1.2298721,2.1645546,-2.3052669,2.381977,12
13,AADAT,17.036745,5.870106,16.475819,5.479523,13
14,AAGAB,5.488678,8.504264,5.2336445,10.488053,14
15,AAK1,0.87075627,3.9524217,-0.82225776,4.017106,15
16,AAMDC,-4.3104124,6.751708,-2.5653896,5.1001596,16
17,AAMP,2.9202447,4.9597826,0.98678005,6.374199,17
18,AANAT,-1.5476152,0.1795356,1.2963071,4.411022,18
19,AAR2,13.359632,0.13878429,13.218273,0.26849195,19
20,AARD,-1.2245438,-0.52867997,0.53543806,-0.7183141,20
21,AARS1,10.200109,6.055234,9.456783,6.478378,21
22,AARS2,4.757282,2.3484175,2.7847235,2.5771878,22
23,AARSD1,3.7254806,0.69635826,7.682555,6.4436035,23
24,AASDH,-4.2151947,1.6003003,4.419245,-2.3045745,24
25,AASDHPPT,8.41904,2.6582258,4.2183104,10.917139,25
26,AASS,6.9489484,16.423391,7.555227,16.013788,26
27,AATF,2.8572402,1.7652789,2.3347273,-0.5078159,27
28,AATK,0.2717887,3.429157,0.07340887,6.1248274,28
29,ABAT,-2.388114,6.6747074,-1.0748343,9.364629,29
30,ABCA1,4.052621,-6.334948,6.021505,-6.84244,30
31,ABCA10,14.534394,8.97878,13.931966,8.429111,31
32,ABCA12,0.18079653,12.8868065,4.4500713,9.964258,10
33,ABCA13,15.105458,8.90829,14.408655,8.371948,31
34,ABCA2,1.4810171,8.104794,-6.2950068,5.631009,32
35,ABCA3,5.895112,15.441418,4.6337647,16.422907,33
36,ABCA4,5.4821854,-6.345521,4.914604,-6.155708,34
37,ABCA5,14.3815565,10.752618,15.036044,8.076018,35
38,ABCA6,12.217419,-3.456721,11.601813,-3.9366496,36
39,ABCA7,0.8005151,10.872146,2.1969926,13.739613,37
40,ABCA8,13.574027,3.205274,13.337911,2.9631188,38
41,ABCA9,14.5109005,9.008659,13.888995,8.436496,31
42,ABCB1,12.3736515,11.380517,14.881627,11.860942,39
43,ABCB10,7.3973947,7.8434253,5.148509,10.345519,40
44,ABCB11,9.1577425,7.5424514,8.560418,6.182661,41
45,ABCB4,5.1048,15.78443,4.6066203,17.04893,42
46,ABCB5,12.091701,-2.2221098,13.469186,-2.4782481,43
47,ABCB6,-6.3940387,4.8608785,-7.751742,3.860547,44
48,ABCB7,2.6180615,8.528723,3.7691612,9.352718,45
49,ABCB8,-2.9129446,8.983289,-1.3901234,12.776756,46
50,ABCB9,-6.4228334,4.8525257,-7.7247424,3.876955,44
51,ABCC1,11.694944,6.574323,8.634128,8.698682,47
52,ABCC10,5.8979936,8.782963,1.7149265,10.786108,48
53,ABCC11,1.1622195,-3.276507,2.7948349,-2.2932506,49
54,ABCC12,10.4598675,6.9303756,8.705363,7.270203,50
55,ABCC2,9.320275,12.764328,8.194691,12.484363,51
56,ABCC3,-0.24890178,-2.4328377,-1.7349536,-1.972614,52
57,ABCC4,2.3725867,10.730897,1.245187,9.585629,53
58,ABCC5,3.2713897,2.9764297,9.2224655,10.26441,54
59,ABCC6,6.906816,1.4655415,10.489079,-0.14398858,55
60,ABCC8,2.1641257,11.189744,-1.8011119,3.8097167,56
61,ABCC9,-4.944154,3.1853197,-4.8386865,4.525953,57
62,ABCD1,8.697675,6.5109415,6.486728,4.0246964,58
63,ABCD2,15.478902,1.6630632,16.142467,1.5337996,59
64,ABCD3,11.528604,1.0936345,11.470994,-0.26450542,60
65,ABCD4,-5.473357,1.6025202,2.8625972,0.46590418,61
66,ABCE1,8.383551,4.2559767,5.7954187,7.220693,62
67,ABCF1,4.3933935,-0.84722924,-2.1791468,4.1978817,63
68,ABCF3,10.982253,15.569998,10.563262,14.924623,64
69,ABCG1,14.919729,8.992826,14.566734,8.734991,31
70,ABCG2,6.538824,14.065003,5.2317324,13.747251,65
71,ABCG4,2.6082115,2.4819562,1.8213595,0.35217533,66
72,ABCG5,-1.1034204,-5.364542,0.48115543,-4.764978,67
73,ABCG8,3.4123607,10.076508,5.6213055,11.420955,68
74,ABHD1,7.9492226,8.829451,0.93509495,3.3988297,69
75,ABHD10,4.560673,-4.7943,5.5598044,-2.9559605,70
76,ABHD11,2.635705,8.53465,3.7650027,9.359072,45
77,ABHD12,12.561939,-0.70524,14.716172,-0.038112793,71
78,ABHD12B,-5.7938943,-0.41591743,-5.4990983,-0.015654068,72
79,ABHD13,13.356671,13.646614,12.002494,13.2974205,73
80,ABHD14A,-6.873769,1.6495743,-5.862826,3.4445443,74
81,ABHD14B,3.104398,0.79118156,1.6664834,1.0923676,75
82,ABHD15,7.003985,-3.0383773,7.0061316,-1.6448958,76
83,ABHD16A,-6.936951,7.798216,-4.7905836,7.34889,77
84,ABHD16B,-1.8093415,15.531402,-1.6012609,13.52173,78
85,ABHD17A,-0.6276155,11.996937,4.831426,12.205321,79
86,ABHD17B,15.716331,4.622865,14.332822,5.0074453,80
87,ABHD17C,0.56588393,13.375392,0.2637789,13.191603,81
88,ABHD18,7.3786573,16.302631,7.596058,16.468746,82
89,ABHD2,10.619446,9.499522,8.314474,14.359857,83
90,ABHD3,10.7185,1.2285602,3.1938052,4.405396,84
91,ABHD4,2.774102,16.929474,2.0342772,16.572483,85
92,ABHD5,4.407559,6.7949157,3.469245,6.820332,86
93,ABHD6,4.7163033,4.301685,10.273359,4.4520645,87
94,ABHD8,-3.824142,12.968659,-2.9099739,11.757097,88
95,ABI1,6.4354157,5.8195224,6.6658278,1.6867379,89
96,ABI2,2.6923158,14.614978,3.0617824,16.17992,90
97,ABI3,3.024742,11.320383,0.3571824,8.882481,91
98,ABI3BP,7.6613173,16.375738,7.884541,15.892174,82
99,ABITRAM,15.70625,4.571407,14.172004,4.8199887,80
100,ABL1,2.1764584,6.7488294,5.454381,8.823131,92
101,ABL2,-6.5436783,4.5889606,-7.6647286,4.01768,44
102,ABLIM1,13.245453,12.170424,13.696689,13.673284,93
103,ABLIM2,11.293437,-4.2560873,10.7179365,-3.3615837,94
104,ABLIM3,-4.225508,1.6061721,-7.553788,6.282201,24
105,ABR,-2.9134421,10.830692,-1.8930591,8.948566,95
106,ABRA,1.6868042,13.547687,0.14763297,14.500237,96
107,ABRACL,13.868227,0.34059525,12.746206,0.62186414,97
108,ABRAXAS1,2.800415,-2.2999523,2.7900944,-3.2547734,98
109,ABRAXAS2,-0.60875154,5.772684,0.41193655,-1.4916524,99
110,ABT1,2.876117,1.7391709,2.1786628,-0.55953777,27
111,ABTB1,2.71477,14.600683,3.039512,16.211815,90
112,ABTB2,5.8545623,13.456862,5.8481464,14.63394,100
113,ABTB3,-3.607995,2.6389146,5.7962837,8.739317,101
114,ACAA1,-5.2792826,11.849779,-4.8171134,11.643514,102
115,ACAA2,16.661583,5.854068,15.312823,4.7974987,103
116,ACACA,4.8740063,4.301052,2.2511504,9.84489,104
117,ACACB,11.463208,0.52813596,11.995094,1.7684871,105
118,ACAD10,-0.6388143,11.369738,-0.7032859,8.531187,106
119,ACAD11,4.0630455,-6.313379,6.0082808,-6.8509398,30
120,ACAD8,-1.0256165,13.667939,-2.5881236,15.189689,107
121,ACAD9,6.9373164,4.8942804,6.135964,3.244964,108
122,ACADL,12.759346,9.144919,12.481004,9.34539,109
123,ACADM,9.321901,-2.0414166,7.6557956,0.25756586,110
124,ACADS,-4.8841968,9.524432,-3.1868424,7.894712,111
125,ACADSB,15.306748,5.9806166,16.062223,4.462643,112
126,ACADVL,-7.003692,4.912021,-7.1448236,3.639555,113
127,ACAN,-3.824424,12.969375,-2.9322317,11.705621,88
128,ACAP1,7.772529,10.907253,8.74012,10.915834,114
129,ACAP2,12.840494,-3.5735946,11.040165,-2.6024897,115
130,ACAP3,-0.2041934,15.404521,-1.2326708,15.5549135,116
131,ACAT1,12.953281,8.507052,12.014701,9.570841,117
132,ACAT2,8.579084,7.0294995,3.643336,6.2469363,118
133,ACBD3,3.6670952,15.418234,4.1480474,17.460167,119
134,ACBD4,-6.781954,0.5584867,1.4853936,4.647882,120
135,ACBD5,7.6193247,-0.029632179,10.678852,3.6638854,121
136,ACBD6,8.732855,10.507084,10.52535,11.54806,122
137,ACBD7,13.4017935,0.95202416,12.548236,-0.23520555,6
138,ACCS,5.7833366,1.700905,5.253563,0.36579153,123
139,ACCSL,9.024878,-2.6689787,10.755219,-0.742419,124
140,ACD,-0.8363428,4.61577,2.2181418,4.2899404,125
141,ACE,12.675836,10.728389,14.254202,11.490316,126
142,ACE2,-0.043074563,-1.1842674,-0.7949898,3.5899646,127
143,ACER1,5.8982472,1.141391,9.216921,4.2352715,128
144,ACER2,2.6864405,14.600059,3.0724328,16.159184,90
145,ACER3,-6.964143,7.81958,-4.742127,7.293512,77
146,ACHE,-1.9784303,-4.482842,-2.4915133,-4.3128934,129
147,ACIN1,7.3423934,8.50381,6.9146614,7.1498117,130
148,ACKR1,-6.9911485,7.8692226,-4.811971,7.3965793,77
149,ACKR2,10.018045,1.8134592,11.738627,3.1618314,131
150,ACKR3,-4.859895,11.943182,-4.5400476,11.6269245,5
151,ACKR4,5.412168,-6.2467628,5.0194592,-6.1237936,34
152,ACLY,3.2807405,1.909945,5.629884,2.4548888,132
153,ACMSD,6.453522,7.873047,5.7325954,6.570256,133
154,ACO1,14.937432,8.949356,14.367294,8.508182,31
155,ACO2,0.38782042,5.337953,-1.4097707,5.335964,134
156,ACOD1,-6.9393,7.7973003,-4.7897925,7.3522596,77
157,ACOT1,12.402573,3.595181,8.721653,4.114101,135
158,ACOT11,3.1484232,7.519656,4.982233,6.786931,136
159,ACOT12,13.209047,5.4135146,12.419243,6.0342116,137
160,ACOT13,5.6232452,-2.293164,6.528538,-3.1603212,138
161,ACOT2,6.6390853,16.895906,6.5416164,16.472006,139
162,ACOT4,6.8133984,8.469481,-1.7961625,10.124198,140
163,ACOT6,9.9477215,6.792726,13.495607,5.7231326,141
164,ACOT7,4.9269853,12.1932745,7.1867256,10.37929,142
165,ACOT8,4.0660944,-6.317354,6.0085325,-6.84943,30
166,ACOT9,7.047308,16.247469,7.2420583,16.51825,82
167,ACOX1,8.698755,6.510072,6.4981236,4.0192,58
168,ACOX2,-0.5102369,-4.200426,-0.4787423,-5.7797008,143
169,ACOX3,0.81207097,6.1949763,1.8385295,3.498225,144
170,ACOXL,3.9583678,-2.8396819,3.3736143,-1.8359128,145
171,ACP1,6.1601253,11.046802,0.7906213,10.554809,146
172,ACP2,7.873733,9.915311,9.902791,8.900638,147
173,ACP3,-3.2858062,10.387214,-3.3347611,9.951094,148
174,ACP4,11.572981,2.657114,10.962711,5.265518,149
175,ACP5,-1.7922573,5.673162,-0.58298755,8.176549,150
176,ACP6,7.8390594,-6.094047,6.4629397,-5.1257806,151
177,ACP7,2.5393987,0.11066416,-1.7034446,7.270511,152
178,ACR,-2.9048207,10.83731,-1.8855418,8.945187,95
179,ACRBP,5.3669686,4.7481947,2.524734,6.035432,153
180,ACRV1,1.0642407,9.627853,3.6541588,11.940038,154
181,ACSBG1,5.132246,12.617309,6.60748,6.3149915,155
182,ACSBG2,5.5427756,-2.2847915,6.529772,-3.1605253,138
183,ACSF2,-0.6904469,0.45911115,0.83008844,2.5133624,156
184,ACSF3,7.5759187,14.765634,7.4501834,14.36463,157
185,ACSL1,1.4829619,7.4956946,4.780402,7.7381096,158
186,ACSL3,4.881604,4.305613,2.2395082,9.85433,104
187,ACSL4,1.5594102,6.0965,-1.7226745,10.659645,159
188,ACSL5,8.530148,-3.9596255,10.316945,-1.4190989,160
189,ACSL6,17.071032,5.894585,16.569918,5.425564,13
190,ACSM1,1.1685096,0.54768014,10.17039,-3.4454331,161
191,ACSM2A,6.950995,9.655902,2.6568005,11.135567,162
192,ACSM2B,-0.6274272,8.50388,0.13079439,8.204514,163
193,ACSM3,9.288763,-5.2762065,9.753492,-5.2071176,164
194,ACSM4,-5.9631686,-0.37654597,-5.6629233,0.044107366,165
195,ACSM5,7.764772,-3.5860643,8.596804,-5.1178365,166
196,ACSM6,4.222977,0.75476295,6.9540963,4.9997916,167
197,ACSS1,13.267271,0.16088107,13.344111,0.2871413,19
198,ACSS2,7.6515,16.352682,7.8749404,15.903986,82
199,ACSS3,10.862371,15.495877,10.646272,15.041393,64
200,ACTA1,1.5517613,6.401185,3.671501,12.490651,168
201,ACTA2,-2.9301436,2.8840756,1.4704661,0.01335052,169
202,ACTB,2.9238515,10.374405,6.4427915,2.1604009,170
203,ACTBL2,-4.315754,6.758541,-2.5533795,5.0804667,16
204,ACTC1,5.593226,2.3754025,-0.6411209,0.4032831,171
205,ACTG1,1.7244301,-2.5873046,0.093753345,-3.1233044,172
206,ACTG2,-1.429613,9.914364,-3.072187,8.816013,173
207,ACTL10,10.630732,15.060888,11.276919,14.8778925,174
208,ACTL6A,2.8490112,12.303921,6.739139,7.927419,175
209,ACTL6B,-6.839346,1.6737542,-5.7926483,3.5800707,74
210,ACTL7A,-0.5092133,-4.2015276,-0.47732466,-5.7761474,143
211,ACTL7B,1.6841791,13.516666,0.03477121,14.355303,96
212,ACTL8,-5.8244104,4.9539156,-8.313006,3.447292,176
213,ACTL9,-2.1241887,0.754625,4.604217,7.2026815,177
214,ACTMAP,-4.7688117,-0.6196718,-5.5410037,-1.2866149,178
215,ACTN1,9.502976,14.347925,9.411639,14.03136,179
216,ACTN2,11.191207,13.571242,10.03507,13.145582,180
217,ACTN3,5.869543,-4.6637,9.154402,-3.2095332,181
218,ACTN4,-0.37510094,2.894068,-0.64079154,4.5370364,182
219,ACTR10,6.1788464,12.236012,7.1803827,9.101675,183
220,ACTR1A,6.182391,12.237198,7.162705,9.135048,183
221,ACTR1B,3.7422495,8.032353,4.6136475,8.597184,184
222,ACTR2,10.203621,7.610774,4.3673067,3.3707976,185
223,ACTR3,10.92711,10.8882265,2.3152134,9.787671,186
224,ACTR3B,7.066203,16.220211,7.284664,16.446524,82
225,ACTR3C,4.281604,9.219519,1.8845643,8.205823,187
226,ACTR5,3.4891157,2.1827981,-0.31508458,3.2077677,188
227,ACTR6,2.853476,12.290137,6.7380133,7.928594,175
228,ACTR8,6.9869037,0.8942679,0.7288987,0.5153027,189
229,ACTRT1,1.1439087,14.547669,4.684091,7.7109604,190
230,ACTRT2,0.87182724,4.408012,4.5455537,4.852289,191
231,ACTRT3,9.38477,14.469252,9.332218,13.980673,179
232,ACVR1,3.469054,12.926859,3.9816234,15.206126,192
233,ACVR1B,0.78123975,-4.4631543,3.3504658,-4.924097,193
234,ACVR1C,6.5423856,14.065665,5.234311,13.741686,65
235,ACVR2A,9.652592,7.526106,9.76803,4.605096,194
236,ACVR2B,5.8470807,13.4531975,5.844498,14.634508,100
237,ACVRL1,3.0756104,-0.10937646,2.7603927,9.75499,195
238,ACY1,6.1409254,0.5811563,2.997473,0.63241947,196
239,ACY3,4.723877,2.617656,2.4420824,2.7347865,197
240,ACYP1,13.185817,-0.8350522,14.423875,-0.18985803,198
241,ACYP2,13.193278,12.258151,13.704945,13.700098,93
242,ADA,2.2148263,-5.9262724,1.904129,-6.7488937,199
243,ADA2,10.131106,10.631837,6.4995723,7.3809657,200
244,ADAD1,2.1635497,11.191626,-1.8000487,3.8088634,56
245,ADAD2,9.374064,14.4698305,9.386087,13.993759,179
246,ADAL,10.922504,-3.0598657,11.816443,-2.5700257,201
247,ADAM10,8.433276,-1.9656839,3.36275,1.0404345,202
248,ADAM11,-2.8112001,2.1142664,-2.442179,1.9460342,203
249,ADAM12,-0.9879438,3.246363,-3.718003,7.0363293,204
250,ADAM15,1.4394087,4.9904313,5.1419206,3.2052934,205
251,ADAM17,11.99307,-3.1939845,11.811906,-3.7437148,206
252,ADAM18,9.175597,6.470075,10.242401,1.749902,207
253,ADAM19,-5.9433856,4.9329467,-8.281075,3.5707843,176
254,ADAM2,10.748895,-2.1495516,12.497118,-2.1110466,208
255,ADAM20,-0.30416238,1.8336645,5.70513,-4.5241838,209
256,ADAM21,7.6553807,16.358553,7.874658,15.904629,82
257,ADAM22,9.436344,14.432253,9.362303,14.071358,179
258,ADAM23,16.415565,2.9152203,15.385344,2.6354141,210
259,ADAM28,1.8316827,4.6669617,5.316958,-0.41044822,211
260,ADAM29,13.438572,0.05757265,13.078158,0.2521905,19
261,ADAM30,4.008473,-2.2574956,7.891128,1.4114842,212
262,ADAM32,12.464512,-0.7326907,14.7949505,0.037983354,71
263,ADAM33,2.8942854,13.843963,3.8653169,8.479409,213
264,ADAM7,12.041317,1.5086102,10.660417,1.0247446,214
265,ADAM8,4.430543,16.434877,6.3685455,12.864728,215
266,ADAM9,17.039639,5.875363,16.48241,5.4850082,13
267,ADAMDEC1,2.1636498,11.1919985,-1.7989497,3.8086956,56
268,ADAMTS1,13.216738,13.587288,11.852033,13.440662,73
269,ADAMTS10,12.079382,2.3589041,12.929967,1.8514705,216
270,ADAMTS12,-4.3769155,9.108243,2.078695,6.391125,217
271,ADAMTS13,-1.9242227,11.755208,-0.8856268,11.193935,2
272,ADAMTS14,-5.37764,0.26850262,-5.10876,-0.6797354,218
273,ADAMTS15,-3.000509,7.918078,2.3114958,11.742671,219
274,ADAMTS16,-6.0298,7.7674103,-5.3789964,7.3014708,220
275,ADAMTS17,-4.4399967,10.701858,-5.947381,10.170033,221
276,ADAMTS18,13.244295,12.166524,13.696191,13.686889,93
277,ADAMTS19,-1.9639009,9.207005,-3.216891,6.027827,222
278,ADAMTS2,-5.2499814,11.856758,-4.823506,11.570948,102
279,ADAMTS20,7.071403,2.032774,6.765895,10.055311,223
280,ADAMTS3,12.685843,10.733419,14.23727,11.477173,126
281,ADAMTS4,1.7229544,10.942607,2.596796,9.670412,224
282,ADAMTS5,11.65898,5.490483,11.4128895,7.893547,225
283,ADAMTS6,14.351445,10.7845745,15.061066,8.084082,35
284,ADAMTS7,6.3896575,-0.05405442,6.0803075,0.6212383,226
285,ADAMTS8,5.4748983,11.702791,-1.6454077,11.608598,227
286,ADAMTS9,9.297415,12.75624,8.251962,12.561404,51
287,ADAMTSL1,1.3529397,16.199234,4.64443,12.859944,228
288,ADAMTSL2,-6.4762216,4.7530675,-7.6731176,3.9633217,44
289,ADAMTSL3,7.419291,16.498926,7.6211987,16.285492,82
290,ADAMTSL4,1.1997199,-3.0876865,5.1443143,-4.7639,229
291,ADAMTSL5,0.12647629,15.903638,-0.66486657,15.284362,230
292,ADAP1,-4.2262187,1.6057624,-7.557387,6.280284,24
293,ADAP2,11.983235,0.8852416,9.90497,-0.04170251,231
294,ADAR,7.562498,8.756283,8.071404,10.15454,232
295,ADARB1,7.0376744,-2.369735,1.7043223,5.718797,233
296,ADARB2,-5.121279,3.0287256,-4.4723797,4.251417,234
297,ADAT1,0.5017148,2.470878,8.030552,4.0500484,235
298,ADAT2,2.3345993,10.071387,6.040161,10.734834,236
299,ADAT3,2.3353782,10.071184,6.0378895,10.735144,236
300,ADCK1,11.868488,5.338345,11.512402,7.7690635,225
301,ADCK2,15.272686,3.1594672,14.270783,2.3041503,4
302,ADCK5,-3.6733458,5.979812,-3.0505369,4.3647585,237
303,ADCY1,-5.3077836,11.810411,-4.873838,11.492409,102
304,ADCY10,8.019771,16.029331,8.356681,16.583187,238
305,ADCY2,-6.868424,7.7303724,-4.797652,7.3655953,77
306,ADCY3,-0.2526705,-2.433987,-1.7361717,-1.9701499,52
307,ADCY4,9.074006,-2.7135935,10.752791,-0.7474777,124
308,ADCY5,9.590274,4.696086,-0.13632058,3.1446545,239
309,ADCY6,-5.462398,3.8625417,-4.312154,3.258357,240
310,ADCY7,-2.026107,7.044282,3.1324008,9.908491,241
311,ADCY8,-1.112385,3.6907926,-0.084039874,6.12783,242
312,ADCY9,-3.2491307,11.437711,-3.103807,10.547997,243
313,ADCYAP1,-5.1292615,7.4915676,-4.8676744,8.433532,244
314,ADCYAP1R1,7.987713,16.029453,8.381162,16.577883,238
315,ADD1,-2.8658864,-0.28400508,-2.1903698,-0.37761828,245
316,ADD2,5.929087,15.41189,4.65854,16.397934,33
317,ADD3,13.922628,7.62103,13.296486,7.6897564,246
318,ADGRA1,-4.2270193,4.3199987,-2.67915,5.6423254,247
319,ADGRA2,11.284624,13.671225,9.9982395,13.248386,180
320,ADGRA3,-2.7129228,4.29489,-3.6711028,6.3707747,248
321,ADGRB1,-5.9216924,7.8228073,-5.447815,7.4892845,220
322,ADGRB2,-0.7600804,12.171528,7.9393997,7.047487,249
323,ADGRB3,8.484112,8.540389,10.172499,8.010286,250
324,ADGRD1,5.8928113,15.449564,4.6367044,16.420757,33
325,ADGRD2,10.02615,1.4645236,4.5143228,-2.421989,251
326,ADGRE1,16.078238,2.792812,15.088461,2.9107246,252
327,ADGRE2,13.473052,5.8712587,12.313362,6.5521255,253
328,ADGRE3,11.366914,-4.142423,10.935004,-3.2184167,94
329,ADGRE5,-1.3794414,8.761937,-0.8048387,0.46516842,254
330,ADGRF1,11.330561,-2.9476688,11.889886,-2.6858974,255
331,ADGRF3,-2.4688118,3.4833736,-4.0217185,0.41572106,256
332,ADGRF4,12.876991,8.799134,12.224389,9.350889,257
333,ADGRF5,10.864588,2.7340684,7.488862,3.2245011,258
334,ADGRG1,8.935146,0.4887567,10.34035,2.157924,259
335,ADGRG2,-6.5924025,6.4755335,-7.2837324,8.431039,260
336,ADGRG3,6.148673,-4.176171,5.54422,3.4840333,261
337,ADGRG4,10.411985,5.198803,11.072659,9.959109,262
338,ADGRG5,-1.9036359,1.7444519,-2.420431,3.1122751,263
339,ADGRG6,-0.3509463,3.924072,0.9899072,1.1708437,264
340,ADGRG7,3.3252716,-6.2404475,3.7968209,-2.2636132,265
341,ADGRL1,-0.92403066,12.362071,-2.236789,12.240248,266
342,ADGRL2,16.648727,5.7870593,15.467363,4.8654737,103
343,ADGRL3,13.177508,5.3954573,12.413645,6.0325446,137
344,ADGRL4,15.875909,10.777703,14.307785,10.0018635,3
345,ADGRV1,8.475465,8.540608,10.17154,8.011074,250
346,ADH1A,-6.98788,7.8518376,-4.7476854,7.275183,77
347,ADH1B,-6.9740524,7.825464,-4.710128,7.2581377,77
348,ADH1C,9.068151,3.4231834,2.3246973,-1.2408936,267
349,ADH4,1.6921589,13.519888,0.038781226,14.357686,96
350,ADH5,3.3967988,-3.4883072,3.0416946,-3.9954033,268
351,ADH6,-3.640172,1.7464412,-3.548891,1.5958496,269
352,ADH7,5.6585336,-2.2151227,6.564317,-3.163877,138
353,ADHFE1,6.084207,1.1567904,11.036542,0.3375233,270
354,ADI1,15.603958,8.988932,15.53463,7.263177,271
355,ADIG,5.8132815,9.771313,9.522973,9.956092,272
356,ADIPOQ,10.595193,11.890452,9.801161,11.575726,273
357,ADIPOR1,7.6797986,16.606495,7.178905,16.659462,274
358,ADIPOR2,0.28771734,5.5174885,-1.1024252,5.246661,134
359,ADIRF,-2.034207,-4.5247808,-2.7097259,-4.2545834,129
360,ADK,-5.3704805,0.24276309,-5.0876412,-0.7469428,218
361,ADM,7.995685,16.029247,8.351496,16.582726,238
362,ADM2,3.7767093,-1.0123216,1.303693,0.7533741,275
363,ADM5,4.0602026,-4.0781207,5.71039,-4.0139294,276
364,ADNP,9.983581,10.188155,6.3276196,9.711564,277
365,ADNP2,-0.17100874,15.400048,-1.2959434,15.549609,116
366,ADO,7.4706874,16.134853,7.7987695,16.7101,82
367,ADORA1,10.821447,-0.97976446,9.977861,-0.5972635,278
368,ADORA2A,4.5791945,-3.720297,5.160183,-2.006421,279
369,ADORA2B,2.0308952,0.3896596,7.0388,1.3790301,280
370,ADORA3,5.0564513,-1.0703441,8.661241,-1.7889287,281
371,ADPGK,-2.9318016,2.875072,1.5747272,-0.098198205,169
372,ADPRH,-5.094846,3.0634837,-4.473466,4.2496243,234
373,ADPRHL1,-5.1479325,3.012877,-4.4572344,4.2591624,234
374,ADPRM,14.164926,8.445586,13.859666,8.281684,31
375,ADPRS,-2.9924586,-1.1031028,1.0716246,-1.9562186,282
376,ADRA1A,6.57118,14.037044,5.2577753,13.677287,65
377,ADRA1B,-4.1467767,8.599118,-7.2073584,7.556406,283
378,ADRA1D,-0.6946189,14.197401,1.1587644,13.332493,284
379,ADRA2A,-1.7815343,15.580317,-1.6653675,13.457076,78
380,ADRA2B,5.5675983,2.4017193,-0.639689,0.3966616,171
381,ADRA2C,-6.9211617,7.9083495,-4.7762375,7.213549,77
382,ADRB1,-6.5679984,6.4590425,-7.2882648,8.448724,260
383,ADRB2,6.518112,6.7359385,4.1359262,6.039293,285
384,ADRB3,-6.997525,7.840968,-4.7407827,7.272893,77
385,ADRM1,-0.82807636,4.6043243,2.221761,4.2901554,125
386,ADSL,0.3955779,5.3405046,-1.4157528,5.3335705,134
387,ADSS1,-3.8166544,2.8035882,-0.42235067,1.7724998,286
388,ADSS2,0.38715175,5.3821874,-1.4323969,5.2359576,134
389,ADTRP,11.65837,5.4835544,11.385128,7.920846,225
390,AEBP1,4.2247763,0.7613187,6.948119,4.9978547,167
391,AEBP2,-6.9546895,5.2878895,-7.1077237,3.9485555,287
392,AEN,0.88154966,2.4401581,1.7332205,1.7214748,288
393,AFAP1,13.401715,0.9449114,12.575182,-0.2096056,6
394,AFAP1L1,-1.0486466,-3.3677697,-4.6269546,-2.626494,289
395,AFAP1L2,-7.0104947,3.2847762,-6.3996806,2.3150318,290
396,AFDN,6.0676365,2.4424822,8.119307,13.114415,291
397,AFF1,0.64137155,7.381561,3.4908817,3.7600424,292
398,AFF2,14.974844,8.9698105,14.394346,7.8700533,31
399,AFF3,3.7781687,7.9974713,4.6514397,8.542505,184
400,AFF4,-3.767779,13.018415,-2.8768477,11.8712435,88
401,AFG1L,13.191411,0.13664445,13.413307,0.37766537,19
402,AFG3L2,4.8421993,1.9607964,3.0369384,2.365061,293
403,AFM,14.888939,7.4429274,16.165447,9.119995,294
404,AFMID,-0.25211427,-2.43566,-1.7411987,-1.9666526,52
405,AFP,1.6269513,1.511315,0.81835866,-0.0044266786,295
406,AFTPH,16.14118,8.165305,14.898574,6.663313,296
407,AGA,-6.8721657,1.6444407,-5.8036904,3.548067,74
408,AGAP1,3.6152315,5.7322593,1.312556,5.418539,297
409,AGAP2,-1.2069757,6.979365,2.2581506,5.5065427,298
410,AGAP3,-4.755026,-0.61956567,-5.53882,-1.3269377,178
411,AGAP5,7.1066737,12.653884,6.1615996,15.363186,299
412,AGAP6,1.2686411,5.6178093,-1.5864601,8.076343,300
413,AGAP9,4.3464727,9.297075,1.9761721,8.218095,187
414,AGBL1,2.5750215,16.783207,1.6454012,16.326994,301
415,AGBL2,-6.4714966,2.1272206,-5.5770426,3.1498094,302
416,AGBL3,13.905408,3.110386,13.346441,3.0002499,303
417,AGBL4,-3.429449,-2.832283,-2.720189,-3.015632,304
418,AGBL5,-3.429924,-2.8316624,-2.7203584,-3.0154183,304
419,AGER,-5.988869,-0.56144387,-5.602491,0.052142564,165
420,AGFG1,3.9139755,1.3089356,2.6508267,4.896768,305
421,AGFG2,0.09346894,-2.9727023,1.6352949,-1.0917293,306
422,AGGF1,14.432739,8.600304,14.111218,8.339839,31
