,genes,x_coord,y_coord,x_coord_plot,y_coord_plot,cluster_id
3225,CNPY2,4.977249,9.823454,6.718375,9.4350605,620
3226,CNPY3,9.331458,4.6338625,10.2554455,4.025558,757
3227,CNPY4,4.61461,-2.282014,7.0947146,0.5648662,643
3228,CNR1,10.539364,11.958995,9.869266,11.541411,273
3229,CNR2,-5.278439,11.846079,-4.79574,11.5497055,102
3230,CNRIP1,16.669447,6.0899296,14.966606,4.7695,597
3231,CNST,-0.1767807,11.000844,-3.360487,14.518159,395
3232,CNTD1,6.613515,14.010328,5.1443977,13.820182,65
3233,CNTF,1.3943435,9.124353,5.466875,4.2532024,1006
3234,CNTFR,-6.8436747,1.7115788,-5.712542,3.4956467,74
3235,CNTLN,10.776621,8.04904,7.518904,7.2266374,1007
3236,CNTN1,9.432597,14.434047,9.356141,14.069829,179
3237,CNTN2,6.1735744,2.8435361,-0.9093885,5.8503313,1008
3238,CNTN3,12.368459,3.0772204,9.518253,3.8785224,524
3239,CNTN4,6.1312256,8.748088,1.331912,11.938302,916
3240,CNTN5,-6.965775,7.819,-4.7414713,7.297836,77
3241,CNTN6,13.452161,13.67698,12.107663,13.193173,73
3242,CNTNAP1,10.295075,3.6773562,8.450448,2.9656184,404
3243,CNTNAP2,5.435969,2.2659624,5.0424957,0.9762557,1009
3244,CNTNAP3,4.8954563,10.660401,9.090944,1.8175217,1010
3245,CNTNAP3B,6.8848705,9.518627,2.7850964,11.119611,162
3246,CNTNAP4,11.809808,8.6058445,17.142797,8.362032,460
3247,CNTNAP5,0.77246296,7.000433,2.8046393,9.222124,1011
3248,CNTRL,1.5656261,0.97037715,-1.3346705,0.13745856,842
3249,CNTROB,1.4455999,12.115529,-0.6206067,10.012419,414
3250,COA1,7.9806185,5.7360263,7.5616198,4.235084,946
3251,COA3,0.280448,2.3669734,0.24991822,2.0610912,794
3252,COA4,1.0553449,4.4723377,3.8116488,-0.03388308,1012
3253,COA5,1.4389151,5.024655,5.1861024,3.24034,205
3254,COA6,0.24382024,2.333815,0.23419212,2.0822556,794
3255,COA7,0.2829482,2.3652606,0.2449786,2.0623767,794
3256,COA8,0.34043193,2.3687649,0.25216228,2.0573564,794
3257,COASY,1.3916594,10.331962,-1.3482028,6.7287064,722
3258,COBL,-3.053681,12.286046,5.700821,10.636056,1013
3259,COBLL1,3.8330793,-4.8292856,4.779691,-4.6510434,1014
3260,COCH,14.019329,3.0643353,13.218049,3.2578576,303
3261,COG1,5.3665314,9.699363,5.5309224,2.7763236,1015
3262,COG2,8.492872,5.1171436,10.13767,7.582136,1016
3263,COG3,8.491292,5.108696,10.137197,7.5823193,1016
3264,COG4,8.491508,5.1084404,10.1368265,7.5823097,1016
3265,COG5,2.5269215,8.844777,-1.3696624,7.092813,1017
3266,COG6,5.3666177,9.699256,5.5310655,2.7758353,1015
3267,COG7,2.5261528,8.845168,-1.3690925,7.092618,1017
3268,COG8,5.3668227,9.699767,5.5306735,2.7761188,1015
3269,COIL,3.4474277,-3.4159968,3.0603611,-4.014225,268
3270,COL10A1,7.614485,14.7325535,7.510128,14.337518,157
3271,COL11A1,12.360666,3.0740924,9.547,3.8625927,524
3272,COL11A2,3.4007013,10.066368,5.6224904,11.413736,68
3273,COL12A1,17.079668,5.88874,16.529526,5.467082,13
3274,COL13A1,-0.509739,-4.20048,-0.48189315,-5.7696652,143
3275,COL14A1,-1.2884899,13.3191185,1.815264,10.83243,725
3276,COL15A1,-0.46743634,-4.198733,-0.4875279,-5.7184725,143
3277,COL16A1,8.306808,11.30044,5.68794,10.943982,905
3278,COL17A1,0.21948834,-0.3291119,3.7300541,-0.6171847,1018
3279,COL18A1,0.1715764,8.044849,-1.3287358,10.018707,1019
3280,COL19A1,11.123262,-2.600895,12.433528,-2.783909,797
3281,COL1A1,-3.511007,7.165449,-0.91927344,6.6831255,811
3282,COL1A2,-1.9656104,9.207807,-3.2196193,6.0249977,222
3283,COL20A1,8.698793,6.503778,6.518423,4.0446777,58
3284,COL21A1,10.544867,11.951943,9.841461,11.551982,273
3285,COL22A1,-4.8007836,-0.59519166,-5.48335,-1.2808659,178
3286,COL23A1,3.389924,14.578252,0.7641593,15.096409,363
3287,COL24A1,0.600121,-4.121139,1.7280738,-1.9204991,1020
3288,COL25A1,2.4459083,-3.1754014,0.7452509,-3.9989655,471
3289,COL26A1,6.778086,2.9144666,8.713982,-0.77070266,1021
3290,COL27A1,-1.3775021,9.86198,-3.0880015,8.752527,173
3291,COL28A1,1.8208143,0.6554074,-0.3685415,3.7702508,700
3292,COL2A1,7.2726946,16.320759,7.589839,16.6475,82
3293,COL3A1,3.4608858,12.936186,3.9579074,15.15644,192
3294,COL4A1,-3.5254676,7.18944,-0.8929887,6.678101,811
3295,COL4A2,-5.9460254,4.9293385,-8.240986,3.5311582,176
3296,COL4A3,9.442741,11.717511,11.580049,11.658064,403
3297,COL4A4,7.5908647,10.344631,4.8511267,-1.5177385,1022
3298,COL4A5,13.577668,-1.6209589,15.05456,-1.169245,513
3299,COL4A6,4.1677017,5.2824364,5.1720386,15.795248,865
3300,COL5A1,13.785472,3.0404282,13.043906,3.2982697,303
3301,COL5A2,8.475602,8.540703,10.171903,8.011154,250
3302,COL5A3,8.025346,5.7771826,7.57033,4.2178893,946
3303,COL6A1,2.0852046,12.23958,3.054255,14.549737,577
3304,COL6A2,-7.0107193,4.909106,-7.1447306,3.652362,113
3305,COL6A3,7.046782,16.423557,7.556179,16.12111,26
3306,COL6A5,6.825733,-4.8172855,11.696579,4.3059883,863
3307,COL6A6,6.622835,16.910358,6.533733,16.473389,139
3308,COL7A1,-0.3035601,-0.6816226,-0.24183631,-3.5358937,353
3309,COL8A1,0.7813638,-4.417018,5.1533484,-3.5606437,193
3310,COL8A2,8.474723,8.540143,10.170969,8.011613,250
3311,COL9A1,-1.0502813,-5.4537854,0.5064012,-4.7742615,67
3312,COL9A2,-1.6857284,6.5765786,-4.4202785,5.299437,429
3313,COL9A3,9.452734,11.595927,11.50972,11.765614,403
3314,COLEC10,17.040545,5.87511,16.482677,5.475417,13
3315,COLEC11,-4.815277,11.971853,-4.529731,11.675734,5
3316,COLEC12,-6.592925,6.475642,-7.293803,8.390906,260
3317,COLGALT1,8.887216,-4.222793,8.046926,-3.7855835,1023
3318,COLGALT2,-3.468786,-2.7843673,-2.7189898,-3.0158906,304
3319,COLQ,10.754205,10.458946,10.371293,10.422987,313
3320,COMMD1,16.148289,3.3879814,15.472185,2.841944,507
3321,COMMD10,6.211695,8.266636,6.4277945,4.614069,418
3322,COMMD2,6.214314,8.269974,6.436904,4.619256,418
3323,COMMD3,6.2220254,8.269513,6.439413,4.610333,418
3324,COMMD4,6.2189403,8.269791,6.4395847,4.6139517,418
3325,COMMD5,-0.18116525,3.6266294,0.96488506,5.314647,1024
3326,COMMD6,3.3748994,3.9649835,4.708965,1.1622617,1025
3327,COMMD7,6.2208195,8.2561245,6.438646,4.614529,418
3328,COMMD8,6.219655,8.266128,6.432114,4.599401,418
3329,COMMD9,-1.2058953,0.4065445,0.63036543,-3.0682943,392
3330,COMP,-5.4107924,3.6733942,-4.4304376,3.5425942,240
3331,COMT,5.744768,0.5211317,-0.85849464,4.8506503,1026
3332,COMTD1,3.9858732,4.2096314,-6.5473404,5.5847645,773
3333,COP1,9.633082,7.497341,3.3994837,12.616096,194
3334,COPA,11.377787,4.6367555,10.989758,8.854944,737
3335,COPB1,11.375482,4.6371093,10.989783,8.858871,737
3336,COPB2,11.374036,4.6340904,10.991596,8.860534,737
3337,COPE,12.3561535,6.821146,10.9619255,4.3983197,897
3338,COPG1,13.086453,4.397126,4.496993,10.002889,918
3339,COPG2,10.016409,1.4622741,4.516619,-2.4372501,251
3340,COPRS,7.0031896,-3.0395434,7.004826,-1.6445357,76
3341,COPS2,7.874491,1.8401172,5.906374,5.8904505,1027
3342,COPS3,6.77604,8.98121,10.015676,8.506762,1028
3343,COPS4,6.7756033,8.981982,10.0156555,8.50655,1028
3344,COPS5,6.7748284,8.981391,10.015832,8.50645,1028
3345,COPS6,7.8896,1.827596,5.928949,5.8994203,1027
3346,COPS7A,2.9737725,-1.1158876,0.12097981,1.1286715,1029
3347,COPS7B,-6.9853,3.1264188,-6.2550726,2.452282,290
3348,COPS8,7.882667,1.8319174,5.9144325,5.895025,1027
3349,COPS9,12.146006,10.965932,14.177024,12.046704,495
3350,COPZ1,10.154306,6.008851,9.449634,6.47691,21
3351,COPZ2,5.866847,-4.6648164,9.152336,-3.2061746,181
3352,COQ10A,3.7336147,-1.8796343,1.9548138,-3.6154187,954
3353,COQ10B,1.0520039,4.468814,3.8180707,-0.038200747,1012
3354,COQ2,1.4564872,4.9916253,5.1495166,3.2055528,205
3355,COQ3,6.9329977,4.885881,6.131159,3.2375124,108
3356,COQ4,1.4556906,4.9953585,5.1511497,3.2056491,205
3357,COQ5,0.25053656,2.3349142,0.24022008,2.078351,794
3358,COQ6,0.5758358,7.532405,3.400489,3.7558904,292
3359,COQ7,7.0585084,4.995961,6.301492,3.366361,108
3360,COQ8A,-2.0272112,-0.9387384,-2.2616363,1.331218,642
3361,COQ8B,6.83138,4.8345294,6.0780773,3.2763796,108
3362,COQ9,0.2437389,2.3309934,0.2351107,2.081952,794
3363,CORIN,5.476947,-2.2000797,6.7423153,-3.123475,138
3364,CORO1A,1.552636,6.0679526,-1.7226527,10.660222,159
3365,CORO1B,-2.0477629,2.6568625,-0.73701555,5.801886,1030
3366,CORO1C,11.32358,12.3021,8.420063,8.244997,1031
3367,CORO2A,10.578686,9.515955,8.290835,14.390569,83
3368,CORO2B,-6.860558,1.6540546,-5.769003,3.4918015,74
3369,CORO6,7.0029225,-3.03904,7.0039835,-1.6396483,76
3370,CORO7,-3.5264642,7.192626,-0.89281833,6.6784067,811
3371,CORT,-3.7979267,2.7902775,-0.4157454,1.7725585,286
3372,COTL1,-2.7379208,13.422611,-2.9911191,13.173382,480
3373,COX10,1.4616737,5.0006504,5.1489964,3.2003427,205
3374,COX11,0.22055797,2.3273861,0.22329856,2.0824306,794
3375,COX14,0.28038853,2.371578,0.2365336,2.060128,794
3376,COX15,1.458436,5.000253,5.165381,3.191405,205
3377,COX16,0.29821205,2.3737261,0.24017559,2.0778472,794
3378,COX17,4.831333,1.977324,3.0238724,2.355609,293
3379,COX18,1.0645427,4.481503,3.8150854,-0.042432033,1012
3380,COX19,0.31707707,2.367631,0.25075045,2.0583599,794
3381,COX20,7.067973,4.976261,6.3073063,3.3683035,108
3382,COX4I1,1.4602464,5.000754,5.1547422,3.205021,205
3383,COX4I2,5.1587396,9.41403,9.250365,13.061536,972
3384,COX5A,1.7310855,3.9391968,3.318766,1.6776887,1032
3385,COX5B,1.4421706,5.0104423,5.1692247,3.2239504,205
3386,COX6A1,1.7360761,3.9335997,3.2398055,1.7616875,1032
3387,COX6A2,0.38136515,9.636266,-2.533777,0.46966782,1033
3388,COX6B1,1.460594,5.000553,5.151099,3.203696,205
3389,COX6B2,-7.1225586,3.2890673,-6.3400187,2.3340154,290
3390,COX6C,1.4621443,5.004996,5.1499915,3.206148,205
3391,COX7A1,2.939659,11.821037,8.727647,10.190804,543
3392,COX7A2,5.017635,-1.0852036,8.596018,-1.6988604,281
3393,COX7A2L,12.401952,4.277343,10.529164,5.832089,902
3394,COX7B,0.21417196,2.3230264,0.21337539,2.083734,794
3395,COX7B2,13.426273,1.0356517,12.580657,-0.17524102,6
3396,COX7C,0.22445421,2.3263867,0.22059616,2.0819845,794
3397,COX8A,1.4396877,5.023689,5.183319,3.2369585,205
3398,COX8C,-7.0891547,4.896563,-7.1158977,3.6393063,113
3399,CP,8.064585,11.82421,7.9185367,11.442368,647
3400,CPA1,0.37890884,9.635097,-2.5445068,0.47088715,1033
3401,CPA2,15.319644,5.9460464,16.019108,4.446034,112
3402,CPA3,11.525774,2.623629,11.052593,5.373265,149
3403,CPA4,3.4104056,10.072401,5.622935,11.420647,68
3404,CPA5,13.873593,3.0974047,13.404765,3.0145593,303
3405,CPA6,9.447069,-5.274849,9.704645,-5.1441894,164
3406,CPAMD8,5.504334,-6.3724027,4.846315,-6.2352023,34
3407,CPB1,6.25073,10.642228,8.102261,7.239873,348
3408,CPB2,1.2547524,11.156542,1.5995584,14.501314,584
3409,CPD,4.9142466,9.8896265,6.71818,9.420033,620
3410,CPE,-1.8591874,10.807455,-2.5332613,7.538654,401
3411,CPEB1,4.5808764,-3.7178879,5.1648593,-2.0120142,279
3412,CPEB2,4.427405,16.447617,6.375557,12.862275,215
3413,CPEB3,7.8012147,5.7974396,-1.4816123,7.9147167,1034
3414,CPEB4,14.64109,8.774669,14.195551,8.314006,31
3415,CPED1,-4.223611,1.6075164,-7.5604467,6.278912,24
3416,CPHXL,7.031835,-2.0924163,7.1913843,-5.5527983,752
3417,CPLANE1,12.592608,3.0780957,11.757823,2.0329225,826
3418,CPLANE2,-0.5937587,7.745575,6.890257,4.491933,1035
3419,CPLX1,-3.2080224,11.476532,-2.9861655,10.526762,243
3420,CPLX2,-7.3331637,3.1677914,-6.193143,1.8198924,520
3421,CPLX3,-4.7875648,-0.61105585,-5.480027,-1.2862316,178
3422,CPLX4,8.147245,10.070505,3.2058363,12.766091,387
3423,CPM,-1.2071584,6.9788003,2.2599635,5.506498,298
3424,CPN1,-1.782091,15.578951,-1.6643581,13.458179,78
3425,CPN2,-7.0089955,4.9082565,-7.1444497,3.6519558,113
3426,CPNE1,5.4654565,-0.3491941,-1.1375955,1.9870986,767
3427,CPNE2,6.1472015,-4.1741424,5.550692,3.478642,261
3428,CPNE3,13.469482,5.904199,12.335752,6.6086397,253
3429,CPNE4,8.064228,11.818686,7.9141192,11.442121,647
3430,CPNE5,7.7940445,0.48170325,8.663165,4.9055686,385
3431,CPNE6,2.5394707,8.249463,0.010418798,0.6904464,1036
3432,CPNE7,-2.7025883,4.282315,-3.6539106,6.3861566,248
3433,CPNE8,11.093846,-2.9608505,11.892615,-2.6482654,805
3434,CPNE9,-1.9289004,11.75863,-0.88641435,11.19694,2
3435,CPO,14.475486,10.666412,15.381609,8.071763,322
3436,CPOX,4.580149,7.72498,4.0972476,4.9459534,1037
3437,CPPED1,2.8171082,13.157739,2.2120414,15.167995,333
3438,CPQ,-6.978082,3.0877597,-6.3118434,2.3757687,290
3439,CPS1,16.151133,8.177387,14.894296,6.657333,296
3440,CPSF1,1.9824154,9.295117,0.41271594,9.578717,1038
3441,CPSF2,1.9402013,9.254891,0.414976,9.579112,1038
3442,CPSF3,1.983711,9.298964,0.4101983,9.586539,1038
3443,CPSF4,2.6811593,5.954918,0.76865405,7.716411,668
3444,CPSF4L,-2.3838,6.6744275,-1.0766126,9.366223,29
3445,CPSF6,9.944441,3.7986906,8.433041,3.2992842,344
3446,CPSF7,1.5900885,7.2851973,7.3203835,-0.29983518,673
3447,CPT1A,-2.0411298,2.6569912,-0.73599887,5.8020673,1030
3448,CPT1B,1.4239513,12.11124,-0.6241172,10.01107,414
3449,CPT1C,-3.7113738,9.82836,-3.808997,9.897309,0
3450,CPT2,11.434686,3.6986883,11.66252,1.1089077,1039
3451,CPTP,-6.5155926,4.6316867,-7.6424255,4.043107,44
3452,CPVL,13.751691,3.0952067,13.432653,2.866847,303
3453,CPXCR1,13.9585085,3.134325,13.260745,3.0763686,303
3454,CPXM1,2.5391874,16.501741,1.6151398,16.229025,384
3455,CPXM2,11.064268,15.580985,10.533522,14.87592,64
3456,CPZ,5.1070676,-6.1126437,4.6727204,-5.460186,503
3457,CR1,6.388021,-0.0533529,6.0790243,0.62545997,226
3458,CR1L,-1.2206029,1.1001216,-2.1230016,0.20613092,546
3459,CR2,6.5437126,14.05897,5.1957955,13.785406,65
3460,CRABP1,-2.3207443,1.9857203,-0.4311222,1.0125259,1040
3461,CRABP2,-2.323263,-4.5674872,-2.8440044,-4.3376045,360
3462,CRACD,2.4780815,16.571064,1.577368,16.203602,384
3463,CRACDL,3.7267694,8.062118,4.56906,8.643317,184
3464,CRACR2A,-5.260783,11.849175,-4.849275,11.552772,102
3465,CRACR2B,7.2304506,7.700744,1.0468713,4.710999,1041
3466,CRADD,-5.853551,-0.5367334,-5.431891,-0.19640821,165
3467,CRAMP1,-4.153691,4.909161,-3.4379835,3.878233,502
3468,CRAT,3.0283518,11.317449,0.35843477,8.882691,91
3469,CRB1,10.552209,8.569422,10.810792,2.519139,1042
3470,CRB2,-2.7630787,10.273617,-0.8816365,7.674242,830
3471,CRB3,-2.9529853,-1.1455016,1.1031134,-1.9282222,282
3472,CRBN,5.6966457,-2.3246622,6.2914395,-3.3572793,138
3473,CRCP,3.1177626,5.152108,0.9454483,6.255648,17
3474,CRCT1,6.294395,10.686685,8.124576,7.2696466,348
3475,CREB1,0.32504332,12.002561,0.003595017,11.695722,334
3476,CREB3,1.696909,-3.6747274,3.5812218,-6.908771,444
3477,CREB3L1,-2.504048,8.319871,2.6542442,4.2910266,1043
3478,CREB3L2,11.867347,8.760019,17.223743,8.474678,460
3479,CREB3L3,-4.8706164,11.965023,-4.583326,11.6226015,5
3480,CREB3L4,9.448851,11.585854,11.440651,11.73956,403
3481,CREB5,4.167546,5.282424,5.1722383,15.795242,865
3482,CREBBP,0.6264593,7.441707,3.475197,3.7710857,292
3483,CREBL2,10.833564,15.514609,10.679843,15.015854,64
3484,CREBRF,9.342651,-2.0175936,7.6540217,0.25619718,110
3485,CREBZF,-1.1187309,-5.4371924,0.49207813,-4.776573,67
3486,CREG1,1.7238334,10.938907,2.6140025,9.651287,224
3487,CREG2,5.829186,13.887408,5.484395,14.20174,378
3488,CRELD1,-6.550911,2.0432324,-5.459761,3.2442725,302
3489,CRELD2,-3.7800963,2.765001,-0.41783342,1.7711438,286
3490,CREM,-5.382768,0.269696,-5.101098,-0.67619103,218
3491,CRH,9.055983,-3.6542878,6.7205887,-5.576362,977
3492,CRHBP,4.371629,-6.806857,2.2914848,-1.7283697,388
3493,CRHR1,1.5271058,2.6718807,-0.13693102,5.7790112,766
3494,CRHR2,2.181608,-0.80662304,2.1135793,-3.742258,391
3495,CRIM1,-1.7725406,15.5879,-1.6559504,13.464615,78
3496,CRIP1,-1.5312272,8.677116,-5.2502785,13.241287,662
3497,CRIP2,-4.6346684,5.534117,-6.152397,9.352871,685
3498,CRIP3,8.836546,-6.3038464,9.307489,1.3250353,548
3499,CRIPT,16.148912,3.3900428,15.474371,2.8447855,507
3500,CRISP1,10.857787,2.724675,7.4862742,3.2239914,258
3501,CRISP2,15.71589,3.1265237,14.924663,3.0893266,252
3502,CRISP3,8.062934,11.815943,7.9120092,11.443131,647
3503,CRISPLD1,11.785793,8.607227,17.14461,8.367599,460
3504,CRISPLD2,-6.841798,1.6761303,-5.736525,3.476963,74
3505,CRK,8.460734,7.5982366,8.012087,9.579079,336
3506,CRKL,5.8307266,5.14806,4.050107,-0.64199895,527
3507,CRLF1,-5.08506,9.333367,4.3720884,3.8652885,420
3508,CRLF2,7.7015557,4.0076017,6.0237236,-0.91860056,889
3509,CRLF3,9.875414,-0.50710994,4.987598,-2.7484348,754
3510,CRLS1,4.2149944,-0.16645613,7.967008,4.8103023,815
3511,CRMP1,-0.24440455,8.066308,-1.7875341,1.7665795,871
3512,CRNKL1,10.236067,3.9649644,8.341314,2.9243605,915
3513,CRNN,1.9745247,-4.7088456,-1.2771273,-5.3426886,364
3514,CROCC,-3.7673697,13.018457,-2.8694499,11.876936,88
3515,CROCC2,7.031774,-2.099212,7.16888,-5.5816574,752
3516,CROT,16.119694,8.143354,14.894495,6.656842,296
3517,CRP,15.887671,3.0529265,14.93916,2.7682037,252
3518,CRTAC1,6.72459,13.942251,4.965217,13.729247,65
3519,CRTAM,13.052245,5.873855,11.952606,6.2523847,1
3520,CRTAP,0.04737229,15.720946,-0.7098609,15.420511,724
3521,CRTC1,12.589715,3.0782666,11.758605,2.034011,826
3522,CRTC2,8.099627,0.2615552,7.3978596,-2.5909653,1044
3523,CRTC3,8.09981,0.26167795,7.3984203,-2.591127,1044
3524,CRX,9.7541895,10.029814,8.866255,7.731311,755
3525,CRY1,2.3024876,-5.7793746,1.9128013,-6.7596097,199
3526,CRY2,6.590096,14.240382,5.2741637,13.68817,65
3527,CRYAA,-5.3070555,11.810599,-4.8722286,11.492758,102
3528,CRYAB,-0.13803254,15.397924,-1.2500654,15.604534,116
3529,CRYBA1,11.980772,0.8819431,9.905437,-0.041431252,231
3530,CRYBA2,2.085444,12.239477,3.049311,14.554605,577
3531,CRYBA4,12.077115,-3.0719223,11.827586,-3.780024,206
3532,CRYBB1,-5.8554254,-0.53471047,-5.400664,-0.29090226,165
3533,CRYBB2,7.6513534,16.349384,7.8740883,15.905183,82
3534,CRYBB3,2.3061125,-5.9272914,1.7029256,-6.564698,199
3535,CRYBG1,4.9505363,12.20152,7.1924987,10.384642,142
3536,CRYBG3,6.3684406,-2.5635843,12.34186,1.1875275,1045
3537,CRYGA,2.2833126,-5.814179,1.8881248,-6.735948,199
3538,CRYGB,-1.2516528,1.1263784,-2.0805762,0.24537854,546
3539,CRYGC,-1.2099353,0.4458306,0.609622,-3.0803192,392
3540,CRYGD,2.831915,-2.3147676,2.8248942,-3.2284734,98
3541,CRYGN,-3.8655915,5.4814477,-3.5263495,7.528612,576
3542,CRYGS,2.3206036,-5.9128513,1.7224529,-6.558074,199
3543,CRYL1,-6.040872,-0.6343168,-5.6991267,0.1821195,165
3544,CRYM,11.195533,13.591517,10.060213,13.152223,180
3545,CRYZ,10.394117,2.1879697,11.444575,2.6614237,562
3546,CRYZL1,13.332762,0.10433093,13.207331,-0.01099808,19
3547,CS,1.4397645,5.0234904,5.181707,3.2358341,205
3548,CSAD,1.2195795,-1.2468652,1.6740565,-4.734356,324
3549,CSAG1,-4.7882285,-0.6067336,-5.475436,-1.2788433,178
3550,CSAG2,10.546588,1.8052049,8.878033,1.1556633,904
3551,CSDC2,-1.6600746,-2.318479,-3.5698507,-1.5682794,608
3552,CSDE1,8.378432,1.2358205,5.217243,4.75068,846
3553,CSE1L,6.055111,11.362616,7.250634,9.876504,919
3554,CSF1,11.43972,1.2068284,11.49329,-0.29282027,60
3555,CSF1R,-1.2244598,-0.5316563,0.5367046,-0.71830857,20
3556,CSF2,-3.6693516,5.980313,-3.046222,4.365637,237
3557,CSF2RA,0.74242765,3.2851248,12.068255,1.1469148,446
3558,CSF2RB,1.0302007,14.20379,0.18230948,10.479178,624
3559,CSF3,8.860287,-6.293516,9.3355,1.2823089,548
3560,CSF3R,2.7760332,0.42661518,7.170727,0.5034569,307
3561,CSGALNACT1,11.659333,7.3502393,10.114857,6.318134,440
3562,CSGALNACT2,12.224158,-3.470131,11.596101,-3.9419823,36
3563,CSH2,3.9809506,9.000477,2.240418,8.39237,770
3564,CSHL1,7.0532403,16.258017,7.233445,16.480679,82
3565,CSK,7.6801596,7.4717755,4.9632235,9.492875,717
3566,CSKMT,1.3711143,2.5620034,6.6782303,-1.2272297,1046
3567,CSMD1,13.299807,13.604819,12.020692,13.293251,73
3568,CSMD2,-5.84204,4.945449,-8.32662,3.5091965,176
3569,CSMD3,-0.9873848,3.244981,-3.719189,7.037406,204
3570,CSN1S1,13.371774,13.56193,12.042291,13.216744,73
3571,CSN2,14.439979,8.894415,14.156488,8.038582,31
3572,CSN3,13.327279,13.654307,12.023937,13.233321,73
3573,CSNK1A1,8.4496,2.6401794,4.1882505,10.87935,25
3574,CSNK1A1L,-5.855317,-0.5346352,-5.4292808,-0.20296618,165
3575,CSNK1D,-3.6756222,5.9827356,-3.04458,4.369365,237
3576,CSNK1G1,13.490848,5.0533786,12.306751,5.593855,630
3577,CSNK1G2,-3.3788724,8.822329,-5.0387926,11.943944,329
3578,CSNK1G3,14.493769,8.988665,13.906985,8.434923,31
3579,CSNK2A1,8.502429,14.968518,9.801054,5.883254,1047
3580,CSNK2A2,11.313942,-2.9698863,11.834196,-2.6308782,255
3581,CSNK2A3,6.9083414,1.4689227,10.451924,-0.11683131,55
3582,CSNK2B,2.3020983,1.4745364,4.001695,7.286781,660
3583,CSNKA2IP,5.1203127,-3.8627465,6.6174803,-1.7619989,859
3584,CSPG4,2.8186586,-2.292094,2.8241475,-3.2275474,98
3585,CSPG5,5.4244723,-6.2564793,5.0255485,-6.122232,34
3586,CSPP1,3.3749506,3.9649842,4.7103305,1.1635164,1025
3587,CSRNP1,0.5829509,7.5319433,3.4024646,3.756765,292
3588,CSRNP2,11.004433,6.0174627,6.776239,8.269843,1048
3589,CSRNP3,-2.7491846,13.425702,-2.9488225,13.210749,480
3590,CSRP1,6.0381684,4.8579307,9.756151,-2.8805072,1049
3591,CSRP2,2.8946352,13.848607,3.862106,8.4760275,213
3592,CSRP3,12.992703,8.756728,12.160768,9.321699,257
3593,CST1,1.106534,9.518949,3.6241632,11.965019,154
3594,CST11,15.55661,5.297866,15.880186,5.090647,412
3595,CST2,-6.9303107,3.1771524,-6.3733726,2.3221421,290
3596,CST3,3.100403,-0.53803337,3.1168563,-1.6866217,1050
3597,CST4,-4.154565,4.9037185,-3.4348643,3.8793046,502
3598,CST5,10.628076,15.073819,11.236423,14.923538,174
3599,CST6,10.053414,5.027951,9.329459,4.1682386,1051
3600,CST7,6.4257793,2.0070465,6.787652,-4.4053864,1052
3601,CST8,12.872344,8.797931,12.223311,9.343683,257
3602,CST9,2.320195,-1.2947546,1.573367,-3.2007515,1053
3603,CST9L,13.279791,0.15383543,13.326192,0.29034108,19
3604,CSTA,15.983877,2.821931,14.809653,2.8166573,252
3605,CSTB,3.910472,1.3058978,2.6516757,4.903253,305
3606,CSTF1,2.9936142,5.053681,0.8484307,6.2776895,17
3607,CSTF2,11.085861,1.5850925,5.0555806,-0.00078156113,844
3608,CSTF2T,9.477112,-5.3347397,9.687352,-5.1301517,164
3609,CSTF3,1.9804541,9.294111,0.4164593,9.575404,1038
3610,CSTL1,6.4264274,2.0066774,6.7984815,-4.4098654,1052
3611,CSTPP1,6.171036,1.2011017,8.55749,1.6504042,270
3612,CT47B1,7.704868,13.130755,7.1225777,8.08896,1054
3613,CT55,-6.8756437,1.6430246,-5.808882,3.4619408,74
3614,CT83,13.200176,0.13013165,13.370848,0.35709321,19
3615,CTAG2,-6.455471,10.480903,-4.549481,10.39449,840
3616,CTAGE1,11.094165,-2.9606981,11.907712,-2.6574655,805
3617,CTAGE9,4.303806,9.219646,1.8493744,8.227023,187
3618,CTBP1,-6.984101,3.1244621,-6.2712064,2.42649,290
3619,CTBP2,4.279637,8.280553,-2.1729898,8.402316,531
3620,CTBS,8.366225,6.770642,10.578906,1.5719066,451
3621,CTC1,-2.3734577,9.660976,-0.69557995,8.179917,1055
3622,CTCF,10.200069,6.0692816,9.455572,6.477742,21
3623,CTCFL,10.815038,10.402749,10.376406,10.421396,313
3624,CTDNEP1,10.093535,4.57113,7.493618,8.547233,999
3625,CTDP1,7.228374,5.844337,9.595081,3.0173833,1056
3626,CTDSP1,0.5677714,13.377438,0.26240706,13.200367,81
3627,CTDSP2,-1.2066734,6.9787936,2.260412,5.5066743,298
3628,CTDSPL,-2.953464,-1.1493982,1.0984824,-1.9284012,282
3629,CTDSPL2,9.49852,-1.4830438,10.5683775,7.815075,613
3630,CTF1,10.540682,6.1872687,11.378658,10.591034,1057
3631,CTH,11.3306055,-4.2094555,10.789657,-3.3130584,94
3632,CTHRC1,0.3454186,4.0735393,-4.8041234,10.786353,906
3633,CTIF,6.116565,-1.2239453,-0.29292366,-2.5717475,810
3634,CTLA4,-4.256989,6.7896585,-2.597913,5.1075444,16
3635,CTNNA1,3.256589,-2.4032478,3.6549506,-0.7690829,1058
3636,CTNNA2,12.386984,11.424748,14.94623,11.907268,39
3637,CTNNA3,7.5814395,12.083034,7.5303044,15.005432,314
3638,CTNNAL1,8.405768,12.979531,9.95508,9.541757,456
